State,Code,District,Headquarters,Population,Area,Density,Longitude,Latitude
Andhra Pradesh,AN,Anantapur,Anantapur,4083315,19130,213,77.55625984,14.6546235
Andhra Pradesh,CH,Chittoor,Chittoor,4170468,15152,275,79.15555062,13.1601048
Andhra Pradesh,EG,East Godavari,Kakinada,5151549,10807,477,82.2350607,16.9437385
Andhra Pradesh,GU,Guntur,Guntur,4889230,11391,429,80.4541588,16.2915189
Andhra Pradesh,CU,Kadapa,Kadapa,2884524,15359,188,78.8216861,14.4752936
Andhra Pradesh,KR,Krishna,Machilipatnam,4529009,8727,519,81.1351299,16.1819393
Andhra Pradesh,KU,Kurnool,Kurnool,4046601,17658,229,78.0425373,15.8309251
Andhra Pradesh,PR,Prakasam,Ongole,3392764,17626,192,80.06078519,15.5075545
Andhra Pradesh,NE,Sri Potti Sriramulu Nellore,Nellore,2966082,13076,227,79.9873763,14.4493717
Andhra Pradesh,SR,Srikakulam,Srikakulam,2699471,5837,462,83.9160772,18.32002205
Andhra Pradesh,VS,Visakhapatnam,Visakhapatnam,4288113,11161,384,83.3012842,17.7231276
Andhra Pradesh,VZ,Vizianagaram,Vizianagaram,2342868,6539,358,83.40521962,18.1120819
Andhra Pradesh,WG,West Godavari,Eluru,3934782,7742,508,81.17086824,16.67613485
Arunachal Pradesh,AJ,Anjaw,Hawai,21089,6190,3,96.8124468,27.8843894
Arunachal Pradesh,CH,Changlang,Changlang,147951,4662,32,95.7382485,27.1398402
Arunachal Pradesh,EK,East Kameng,Seppa,78413,4134,19,93.0406098,27.3594183
Arunachal Pradesh,ES,East Siang,Pasighat,99019,3603,27,95.33634325,28.06501385
Arunachal Pradesh, –,Kamle,Raga, –, –, –,94.0692973,27.7968313
Arunachal Pradesh, –,Kra Daadi,Jamin, –, –, –,94.12288,28.15285
Arunachal Pradesh,KK,Kurung Kumey,Koloriang,89717,6040,15,93.3536693,27.9054828
Arunachal Pradesh, –,Lepa Rada,Basar, –, –, –,94.6879423,27.9831179
Arunachal Pradesh,EL,Lohit,Tezu,145538,2402,61,96.1647135,27.9254195
Arunachal Pradesh,LD,Longding,Longding, –, –, –,95.31556525,26.8794546
Arunachal Pradesh,DV,Lower Dibang Valley,Roing,53986,3900,14,95.8430044,28.1368446
Arunachal Pradesh, –,Lower Siang,Likabali, –, –, –,94.6977781,27.6588306
Arunachal Pradesh,LB,Lower Subansiri,Ziro,82839,3508,24,93.815355,27.538668
Arunachal Pradesh, –,Namsai,Namsai, –, –, –,96.01597094,27.71403055
Arunachal Pradesh, –,Pakke-Kessang,Lemmi, –, –, –,93.2207107,27.1594406
Arunachal Pradesh,PA,Papum Pare,Yupia,176385,2875,61,93.7205996,27.1462282
Arunachal Pradesh, –,Shi Yomi,Tato, –, –, –,94.37531,28.53149
Arunachal Pradesh, –,Siang,Pangin, –, –, –,94.9895992,28.2112611
Arunachal Pradesh,TA,Tawang,Tawang Town,49950,2085,24,91.863733,27.5879186
Arunachal Pradesh,TI,Tirap,Khonsa,111997,2362,47,95.5061065,26.9910099
Arunachal Pradesh,UD,Upper Dibang Valley,Anini,7948,9129,1,96.04568576,29.0164975
Arunachal Pradesh,US,Upper Siang,Yingkiong,35289,6188,6,95.0276607,28.6410598
Arunachal Pradesh,UB,Upper Subansiri,Daporijo,83205,7032,12,94.2190544,27.9843402
Arunachal Pradesh,WK,West Kameng,Bomdila,87013,7422,12,92.40395876,27.24890675
Arunachal Pradesh,WS,West Siang,Along,112272,8325,13,94.79854,28.1698002
Assam,BK,Baksa,Mushalpur,953773,2008,475,91.3410716,26.6620387
Assam,BP,Barpeta,Barpeta,1693190,3245,522,91.01674328,26.34142215
Assam,BS,Bishwanath,Bishwanath Chariali, – [Note 1], –, –,93.14289738,26.7203673
Assam,BO,Bongaigaon,Bongaigaon,732639,1724,425,90.5580387,26.4800126
Assam,CA,Cachar,Silchar,1736319,3786,459,92.75622075,24.8178611
Assam,CD,Charaideo,Sonari, – [Note 2], –, –,95.12029902,27.05571005
Assam,CH,Chirang,Kajalgaon,481818,1975,244,90.525509,26.513931
Assam,DR,Darrang,Mangaldoi,908090,1849,491,92.04490249,26.4853336
Assam,DM,Dhemaji,Dhemaji,688077,3237,213,94.51786509,27.4668315
Assam,DU,Dhubri,Dhubri,1948632,2838,687,89.94188952,26.01894625
Assam,DI,Dibrugarh,Dibrugarh,1327748,3381,393,94.9019447,27.4844597
Assam,NC,Dima Hasao,Haflong,213529,4888,44,92.89840452,25.1825103
Assam,GP,Goalpara,Goalpara,1008959,1824,553,90.6226683,26.1783623
Assam,GG,Golaghat,Golaghat,1058674,3502,302,94.03209112,26.40490095
Assam,HA,Hailakandi,Hailakandi,659260,1327,497,92.57381528,24.68845365
Assam,HJ,Hojai,Hojai, – [Note 3], –, –,92.84879014,26.00939085
Assam,JO,Jorhat,Jorhat,1091295,2851,383,94.2079645,26.7577925
Assam,KU,Kamrup,Amingaon,1517202,3480,436,91.6699507,26.1861581
Assam,KM,Kamrup Metropolitan,Guwahati,1260419,627,2010,91.753943,26.1805978
Assam,KG,Karbi Anglong,Diphu,965280,10434,93,93.46496676,25.8563368
Assam,KR,Karimganj,Karimganj,1217002,1809,673,92.33221292,24.8483482
Assam,KJ,Kokrajhar,Kokrajhar,886999,3129,283,90.29293105,26.58687695
Assam,LA,Lakhimpur,North Lakhimpur,1040644,2277,457,94.16266801,27.1609011
Assam,MJ,Majuli,Garamur, – [Note 4], –, –,94.1574452,26.980306
Assam,MA,Morigaon,Marigaon,957853,1704,562,92.29221257,26.290712
Assam,NN,Nagaon,Nagaon,2826006,3831,738,92.71605974,26.30414915
Assam,NB,Nalbari,Nalbari,769919,1009,763,91.45122755,26.42386165
Assam,ST,Sivasagar,Sibsagar,1150253,2668,431,94.58213345,26.96388985
Assam,SM,South Salmara,Hatsingimari, – [Note 5], –, –,89.9047078,25.721206
Assam,SO,Sonitpur,Tezpur,1925975,5324,362,92.76500717,26.61695705
Assam,TI,Tinsukia,Tinsukia,1316948,3790,347,95.53063473,27.52016575
Assam,UD,Udalguri,Udalguri,832769,1676,497,92.10537534,26.7764803
Assam,WK,West Karbi Anglong,Hamren, – [Note 6], –, –,92.5746202,25.8452623
Bihar,AR,Araria,Araria,2806200,2829,992,87.37162648,26.26498795
Bihar,AR,Arwal,Arwal,700843,638,1098,84.65920203,25.18077715
Bihar,AU,Aurangabad,Aurangabad,2511243,3303,760,84.5,24.75
Bihar,BA,Banka,Banka,2029339,3018,672,86.87278642,24.8655681
Bihar,BE,Begusarai,Begusarai,2954367,1917,1540,86.09057109,25.5127194
Bihar,BG,Bhagalpur,Bhagalpur,3032226,2569,1180,87.13225355,25.28669805
Bihar,BJ,Bhojpur,Arrah,2720155,2473,1136,84.59683869,25.62345725
Bihar,BU,Buxar,Buxar,1707643,1624,1003,84.01567205,25.5620715
Bihar,DA,Darbhanga,Darbhanga,3921971,2278,1721,86.03257097,26.08314325
Bihar,EC,East Champaran,Motihari,5082868,3969,1281,84.95741062,26.66951195
Bihar,GA,Gaya,Gaya,4379383,4978,880,85.0079563,24.7964355
Bihar,GO,Gopalganj,Gopalganj,2558037,2033,1258,84.37406407,26.4207265
Bihar,JA,Jamui,Jamui,1756078,3099,567,86.17351147,24.96785205
Bihar,JE,Jehanabad,Jehanabad,1124176,1569,1206,85.00687849,25.15247135
Bihar,KM,Kaimur,Bhabua,1626900,3363,488,83.63359776,25.07634815
Bihar,KT,Katihar,Katihar,3068149,3056,1004,87.64765354,25.56090035
Bihar,KH,Khagaria,Khagaria,1657599,1486,1115,86.69910848,25.4916868
Bihar,KI,Kishanganj,Kishanganj,1690948,1884,898,87.95314811,26.29863795
Bihar,LA,Lakhisarai,Lakhisarai,1000717,1229,815,86.05935924,25.1677029
Bihar,MP,Madhepura,Madhepura,1994618,1787,1116,86.82042961,25.9259562
Bihar,MB,Madhubani,Madhubani,4476044,3501,1279,86.22914689,26.350072
Bihar,MG,Munger,Munger,1359054,1419,958,86.51720367,25.22081165
Bihar,MZ,Muzaffarpur,Muzaffarpur,4778610,3173,1506,85.34001282,26.1486581
Bihar,NL,Nalanda,Bihar Sharif,2872523,2354,1220,85.5208617,25.193859
Bihar,NW,Nawada,Nawada,2216653,2492,889,85.51855623,24.818124
Bihar,PA,Patna,Patna,5772804,3202,1803,85.1235252,25.6093239
Bihar,PU,Purnia,Purnia,3273127,3228,1014,87.4731227,25.7773601
Bihar,RO,Rohtas,Sasaram,2962593,3850,763,84.01821107,24.9001003
Bihar,SH,Saharsa,Saharsa,1897102,1702,1125,86.61489283,25.83264165
Bihar,SM,Samastipur,Samastipur,4254782,2905,1465,85.86626813,25.7744929
Bihar,SR,Saran,Chhapra,3943098,2641,1493,84.7514507,25.7784105
Bihar,SP,Sheikhpura,Sheikhpura,634927,689,922,85.81510621,25.12635425
Bihar,SO,Sheohar,Sheohar,656916,443,1882,85.2728056,26.49436945
Bihar,ST,Sitamarhi,Sitamarhi,3419622,2199,1491,85.5056744,26.5876547
Bihar,SW,Siwan,Siwan,3318176,2219,1495,84.39125661,26.1310043
Bihar,SU,Supaul,Supaul,2228397,2410,919,86.79658663,26.2768118
Bihar,VA,Vaishali,Hajipur,3495021,2036,1717,85.25555961,25.7205805
Bihar,WC,West Champaran,Bettiah,3935042,5229,753,84.56010679,26.79107275
Chhattisgarh, –,Balod,Balod,826165,3527,234,81.14335738,20.73218365
Chhattisgarh, –,Baloda Bazar,Baloda Bazar, –, –, –,82.43670692,21.57264595
Chhattisgarh, –,Balrampur,Balrampur,598855,3806,157,83.48245092,23.6263016
Chhattisgarh,BA,Bastar,Jagdalpur,1302253,4030,87,82.0235715,19.0870758
Chhattisgarh, –,Bemetara,Bemetara,197035,2855,69,81.43047623,21.6783969
Chhattisgarh,BJ,Bijapur,Bijapur,229832,6562,35,80.74151193,18.76904135
Chhattisgarh,BI,Bilaspur,Bilaspur,1961922,5818,337,82.133333,22.383333
Chhattisgarh,DA,Dantewada,Dantewada,533638,3411,59,81.38339469,18.8640648
Chhattisgarh,DH,Dhamtari,Dhamtari,799199,2029,394,81.70915146,20.53727665
Chhattisgarh,DU,Durg,Durg,3343079,8542,391,81.39795456,21.19903535
Chhattisgarh, –,Gariaband,Gariaband, –, –, –,82.24698985,20.42857015
Chhattisgarh, –,Gaurela-Pendra-Marwahi,Gaurela-Pendra-Marwahi, –, –, –,81.95776399,22.8322152
Chhattisgarh,JC,Janjgir-Champa,Naila Janjgir,1620632,3848,421,82.565318,22.0229287
Chhattisgarh,JA,Jashpur,Jashpur Nagar,852043,5825,146,22.7875,83.8473
Chhattisgarh,KW,Kabirdham,Kawardha,584667,4237,195,81.2332055,22.0059254
Chhattisgarh,KK,Kanker,Kanker,748593,6513,115,80.98109349,20.1270026
Chhattisgarh, –,Kondagaon,Kondagaon, –, –, –,81.74655021,19.70436465
Chhattisgarh,KB,Korba,Korba,1206563,6615,183,82.62951462,22.51976955
Chhattisgarh,KJ,Koriya,Baikunthpur,659039,6578,100,82.5599988,23.2648727
Chhattisgarh,MA,Mahasamund,Mahasamund,1032275,4779,216,82.48484762,21.1882332
Chhattisgarh, –,Mungeli,Mungeli, –, –, –,81.65401094,22.24451625
Chhattisgarh,NR,Narayanpur,Narayanpur,140206,6640,20,81.11369855,19.5842032
Chhattisgarh,RG,Raigarh,Raigarh,1493627,7068,211,83.5,22.5
Chhattisgarh,RP,Raipur,Raipur,4062160,13083,310,81.6336833,21.2379469
Chhattisgarh,RN,Rajnandgaon,Rajnandgaon,1537520,8062,191,80.69155548,20.9727404
Chhattisgarh,SK,Sukma,Sukma,249000,5636,49,81.29252341,18.26654225
Chhattisgarh,SJ,Surajpur,Surajpur,660280,6787,150,82.97290273,23.35151515
Chhattisgarh,SJ,Surguja,Ambikapur,420661,3265,150,83.1981886,23.1226343
Goa,NG,North Goa,Panaji,817761,1736,471,73.8282141,15.4989946
Goa,SG,South Goa,Margao,639962,1966,326,73.9583159,15.272923
Gujarat,AH,Ahmedabad,Ahmedabad,7208200,8707,890,72.5797068,23.0216238
Gujarat,AM,Amreli,Amreli,1513614,6760,205,70.75,20.866667
Gujarat,AN,Anand,Anand,2090276,2942,711,72.9625629,22.5584995
Gujarat,AR,Aravalli,Modasa,1051746,3217,327,73.2990631,23.4634245
Gujarat,BK,Banaskantha,Palanpur,3116045,12703,290,72.4366375,24.1709794
Gujarat,BR,Bharuch,Bharuch,1550822,6524,238,73,21.75
Gujarat,BV,Bhavnagar,Bhavnagar,2877961,11155,288,72.1416449,21.7718836
Gujarat,BT,Botad,Botad,656005,2564,256,71.6685,22.1686
Gujarat,CU,Chhota Udepur,Chhota Udepur,1071831,3237,331,74.0141067,22.3148736
Gujarat,DA,Dahod,Dahod,2126558,3642,582,74.2556782,22.8358542
Gujarat,DG,Dang,Ahwa,226769,1764,129,73.6873533,20.7587262
Gujarat,DD,Devbhoomi Dwarka,Khambhalia,752484,5684,132,69.58860476,22.211235
Gujarat,GA,Gandhinagar,Gandhinagar,1387478,649,660,72.6492267,23.2232877
Gujarat,GS,Gir Somnath,Veraval,1217477,3754,324,70.3781,20.9057
Gujarat,JA,Jamnagar,Jamnagar,2159130,14125,153,70.0552102,22.4732415
Gujarat,JU,Junagadh,Junagadh,2742291,8839,310,70.45917212,21.5185589
Gujarat,KH,Kheda,Nadiad,2298934,4215,541,72.8715199,22.6895073
Gujarat,KA,Kutch,Bhuj,2090313,45652,46,69.668339,23.2472446
Gujarat,MH,Mahisagar,Lunavada,994624,2500,398,73.6109564,23.1291709
Gujarat,MA,Mehsana,Mehsana,2027727,4386,462,72.37415155,23.60126285
Gujarat,MB,Morbi,Morbi,960329,4871,197,70.8345928,22.8176662
Gujarat,NR,Narmada,Rajpipla,590379,2749,214,73.5048135,21.8697448
Gujarat,NV,Navsari,Navsari,1330711,2211,602,72.9323831,20.952407
Gujarat,PM,Panchmahal,Godhra,2388267,5219,458,73.6245157,22.7785001
Gujarat,PA,Patan,Patan,1342746,5738,234,71.68373466,23.77405735
Gujarat,PO,Porbandar,Porbandar,586062,2294,255,69.611,21.6409
Gujarat,RA,Rajkot,Rajkot,3157676,11203,282,70.8028335,22.3051991
Gujarat,SK,Sabarkantha,Himatnagar,2427346,7390,328,72.9588273,23.5971246
Gujarat,ST,Surat,Surat,4996391,4327,653,72.8081281,21.1864607
Gujarat,SN,Surendranagar,Surendranagar,1755873,10489,167,71.666667,22.75
Gujarat,TA,Tapi,Vyara,806489,3435,249,73.3961041,21.1121
Gujarat,VD,Vadodara,Vadodara,3639775,7794,467,73.1942567,22.2973142
Gujarat,VL,Valsad,Valsad,1703068,3034,561,73.14117156,20.4324018
Harayana,AM,Ambala,Ambala,1136784,1569,722,30.2862,76.9643
Harayana,BH,Bhiwani,Bhiwani,1629109,5140,341,28.7752,75.9928
Harayana, –,Charkhi Dadri,Charkhi Dadri, –, –, –,28.5921,76.2653
Harayana,FR,Faridabad,Faridabad,1798954,783,2298,28.3128,28.3128
Harayana,FT,Fatehabad,Fatehabad,941522,2538,371,29.6455,75.6208
Harayana,GU,Gurgaon,Gurgaon,1514085,1258,1241,28.3606,76.8721
Harayana,HI,Hissar,Hissar,1742815,3788,438,29.1203,75.8069
Harayana,JH,Jhajjar,Jhajjar,956907,1868,522,28.6176,76.6875
Harayana,JI,Jind,Jind,1332042,2702,493,29.3613,76.3637
Harayana,KT,Kaithal,Kaithal,1072861,2799,467,29.7253,76.3637
Harayana,KR,Karnal,Karnal,1506323,2471,598,29.782,76.9182
Harayana,KU,Kurukshetra,Kurukshetra,964231,1530,630,29.9953,76.7798
Harayana,MA,Mahendragarh,Narnaul,921680,1900,485,28.1125,76.2247
Harayana,MW,Nuh,Nuh,1089406,1765,729,28.0107,77.0564
Harayana,PW,Palwal,Palwal,1040493,1367,761,28.1473,77.326
Harayana,PK,Panchkula,Panchkula,558890,816,622,30.6576,77.0564
Harayana,PP,Panipat,Panipat,1202811,1250,949,29.2853,76.9643
Harayana,RE,Rewari,Rewari,896129,1559,562,28.2828,76.5488
Harayana,RO,Rohtak,Rohtak,1058683,1668,607,28.8736,76.5026
Harayana,SI,Sirsa,Sirsa,1295114,4276,303,29.5611,74.8741
Harayana,SNP,Sonipat,Sonipat,1480080,2260,697,29.0523,76.9182
Harayana,YN,Yamuna Nagar,Yamuna Nagar,1214162,1756,687,30.1821,77.2865
Himachal Pradesh,BI,Bilaspur,Bilaspur,382056,1167,327,76.7611631,31.3380959
Himachal Pradesh,CH,Chamba,Chamba,518844,6528,80,76.5,32.5
Himachal Pradesh,HA,Hamirpur,Hamirpur,454293,1118,406,76.5036832,31.7491333
Himachal Pradesh,KA,Kangra,Dharamshala,1507223,5739,263,76.3196717,32.2143039
Himachal Pradesh,KI,Kinnaur,Reckong Peo,84298,6401,13,78.2708218,31.5421419
Himachal Pradesh,KU,Kullu,Kullu,437474,5503,79,77.3789964,32.00186325
Himachal Pradesh,LS,Lahaul and Spiti,Keylong,31528,13835,2,77.03476,32.5717201
Himachal Pradesh,MA,Mandi,Mandi,999518,3950,253,76.95331691,31.6723392
Himachal Pradesh,SH,Shimla,Shimla,813384,5131,159,77.1709729,31.1041526
Himachal Pradesh,SI,Sirmaur,Nahan,530164,2825,188,77.25728517,30.56256885
Himachal Pradesh,SO,Solan,Solan,576670,1936,298,77.08200509,30.92589585
Himachal Pradesh,UN,Una,Una,521057,1540,328,76.25,31.583333
Jharkhand,BO,Bokaro,Bokaro,2061918,2861,716,85.99106894,23.69912795
Jharkhand,CH,Chatra,Chatra,1042304,3700,275,84.87817692,24.20162495
Jharkhand,DE,Deoghar,Deoghar,1491879,2479,602,86.60673245,24.4766423
Jharkhand,DH,Dhanbad,Dhanbad,2682662,2075,1284,86.4309638,23.7952809
Jharkhand,DU,Dumka,Dumka,1321096,4404,300,87.30064714,24.2538512
Jharkhand,ES,East Singhbhum,Jamshedpur,2291032,3533,648,86.2029579,22.8015194
Jharkhand,GA,Garhwa,Garhwa,1322387,4064,327,83.82522584,24.15529035
Jharkhand,GI,Giridih,Giridih,2445203,4887,497,85.916667,24.25
Jharkhand,GO,Godda,Godda,1311382,2110,622,87.29285062,24.74334305
Jharkhand,GU,Gumla,Gumla,1025656,5327,193,84.57384807,23.0916741
Jharkhand,HA,Hazaribag,Hazaribag,1734005,4302,403,85.25,24
Jharkhand,JA,Jamtara,Jamtara,790207,1802,439,86.77353494,23.9232867
Jharkhand,KH,Khunti,Khunti,530299,2467,215,85.34545936,23.10018105
Jharkhand,KO,Koderma,Koderma,717169,1312,427,85.55608107,24.4931239
Jharkhand,LA,Latehar,Latehar,725673,3630,200,84.51301367,23.74186545
Jharkhand,LO,Lohardaga,Lohardaga,461738,1494,310,84.73568423,23.46920055
Jharkhand,PK,Pakur,Pakur,899200,1805,498,87.8556962,24.6379064
Jharkhand,PL,Palamu,Daltonganj,1936319,5082,381,84.0723287,24.0383082
Jharkhand,RM,Ramgarh,Ramgarh,949159,1212,684,85.53691565,23.59877595
Jharkhand,RA,Ranchi,Ranchi,2912022,7974,557,85.3250132,23.3700354
Jharkhand,SA,Sahibganj,Sahebganj,1150038,1599,719,87.6343064,25.2361196
Jharkhand,SK,Seraikela Kharsawan,Seraikela,1063458,2725,390,85.91965399,22.8233693
Jharkhand,SI,Simdega,Simdega,599813,3750,160,84.55026791,22.6664325
Jharkhand,WS,West Singhbhum,Chaibasa,1501619,7186,209,85.81888765,22.5483518
Karnataka,BK,Bagalkot,Bagalkot,1890826,6583,288,75.6967919,16.1853166
Karnataka,BL,Ballari,Ballari,2532383,8439,300,76.8323648,15.2485413
Karnataka,BG,Belgaum,Belgaum,4778439,13415,356,74.5069343,15.8572666
Karnataka,BR,Bangalore Rural,Bangalore,987257,2239,441,77.5912997,12.9791198
Karnataka,BN,Bangalore Urban,Bangalore,9588910,2190,4378,77.5912997,12.9791198
Karnataka,BD,Bidar,Bidar,1700018,5448,312,77.333333,18.083333
Karnataka,CJ,Chamarajnagar,Chamarajanagar,1020962,5102,200,77.10844688,11.9536118
Karnataka,CK,Chikkaballapur,Chikkaballapur,1254377,4208,298,77.7306866,13.4352549
Karnataka,CK,Chikkamagaluru,Chikmagalur,1137753,7201,158,75.5,13.5
Karnataka,CT,Chitradurga,Chitradurga,1660378,8437,197,76.4005122,14.2266443
Karnataka,DK,Dakshina Kannada,Mangaluru,2083625,4559,457,74.8430082,12.8698101
Karnataka,DA,Davanagere,Davangere,1946905,5926,329,75.91975079,14.4664457
Karnataka,DH,Dharwad,Dharwad,1846993,4265,434,75.0066516,15.4540505
Karnataka,GA,Gadag,Gadag-Betageri,1065235,4651,229,75.60366357,15.42222445
Karnataka,GU,Gulbarga,Gulbarga,2564892,10990,233,77.083333,17.166667
Karnataka,HS,Hassan,Hassan,1776221,6814,261,76.0992703,13.0070817
Karnataka,HV,Haveri,Haveri,1598506,4825,331,75.3996731,14.7874825
Karnataka,KD,Kodagu,Madikeri,554762,4102,135,75.7387543,12.42149
Karnataka,KL,Kolar,Kolar,1540231,4012,384,78.1339606,13.1369996
Karnataka,KP,Koppal,Koppal,1391292,5565,250,76.1547421,15.3484144
Karnataka,MA,Mandya,Mandya,1808680,4961,365,76.8961961,12.5238888
